Date,Open,High,Low,Close,Adj Close,Volume
2018-10-09,111.139999,113.080002,110.800003,112.260002,112.260002,26198600
2018-10-10,111.239998,111.500000,105.790001,106.160004,106.160004,61376300
2018-10-11,105.349998,108.930000,104.199997,105.910004,105.910004,63904300
2018-10-12,109.010002,111.239998,107.120003,109.570000,109.570000,47742100
2018-10-15,108.910004,109.480003,106.949997,107.599998,107.599998,32068100
2018-10-16,109.540001,111.410004,108.949997,111.000000,111.000000,31610200
2018-10-17,111.680000,111.809998,109.550003,110.709999,110.709999,25875300
